epoch,lr,train_loss,ec_loss_scale,joint_loss_weighting,metal_loss_scale,train_ec_acc,train_ec_balanced_acc,train_ec_level_1_acc,train_ec_level_1_balanced_acc,train_ec_level_1_macro_f1,train_ec_macro_f1,train_ec_per_class_recall,train_ec_per_class_support,train_joint_balanced_acc,train_joint_macro_f1,train_metal_acc
21,3e-05,0.3049039814927911,1.0,fixed,1.0,0.6968781352043152,0.4034866572517175,0.6968781352043152,0.4034866572517175,0.38429543321000753,0.38429543321000753,"{'1': 0.7740384615384616, '2': 0.8125, '3': 0.7777777777777778, '4': 0.39759036144578314, '5': 0.0, '6': 0.0625, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.4034866572517175,0.38429543321000753,
22,3e-05,0.29203464760703135,1.0,fixed,1.0,0.7079557180404663,0.41919259980791823,0.7079557180404663,0.41919259980791823,0.39727981013509334,0.39727981013509334,"{'1': 0.7355769230769231, '2': 0.8125, '3': 0.7936507936507936, '4': 0.5301204819277109, '5': 0.0, '6': 0.0625, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.41919259980791823,0.39727981013509334,
23,3e-05,0.28784786058911477,1.0,fixed,1.0,0.7432023882865906,0.415796542396693,0.7432023882865906,0.415796542396693,0.41339802694149047,0.41339802694149047,"{'1': 0.6778846153846154, '2': 0.7734375, '3': 0.9027777777777778, '4': 0.4939759036144578, '5': 0.0, '6': 0.0625, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.415796542396693,0.41339802694149047,
24,3e-05,0.280066583776869,1.0,fixed,1.0,0.7421953678131104,0.4148938007990289,0.7421953678131104,0.4148938007990289,0.416636584502058,0.416636584502058,"{'1': 0.6682692307692307, '2': 0.8046875, '3': 0.9047619047619048, '4': 0.43373493975903615, '5': 0.030303030303030304, '6': 0.0625, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.4148938007990289,0.416636584502058,
25,3e-05,0.26884921400781614,1.0,fixed,1.0,0.7583081722259521,0.5582600509907955,0.7583081722259521,0.5582600509907955,0.569398651003296,0.569398651003296,"{'1': 0.6538461538461539, '2': 0.8203125, '3': 0.8670634920634921, '4': 0.6987951807228916, '5': 0.030303030303030304, '6': 0.4375, '7': 0.4}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.5582600509907955,0.569398651003296,
26,3e-05,0.2724072339432127,1.0,fixed,1.0,0.7724068760871887,0.5710075468493068,0.7724068760871887,0.5710075468493068,0.5958689484790428,0.5958689484790428,"{'1': 0.7788461538461539, '2': 0.8203125, '3': 0.8452380952380952, '4': 0.6867469879518072, '5': 0.09090909090909091, '6': 0.375, '7': 0.4}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.5710075468493068,0.5958689484790428,
27,3e-05,0.2542516819863434,1.0,fixed,1.0,0.7291037440299988,0.4786226291040189,0.7291037440299988,0.4786226291040189,0.4816888281769827,0.4816888281769827,"{'1': 0.8894230769230769, '2': 0.8046875, '3': 0.753968253968254, '4': 0.5301204819277109, '5': 0.09090909090909091, '6': 0.28125, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.4786226291040189,0.4816888281769827,
28,3e-05,0.23400171787990445,1.0,fixed,1.0,0.747230589389801,0.42373718776203717,0.747230589389801,0.42373718776203717,0.4493422483534045,0.4493422483534045,"{'1': 0.5721153846153846, '2': 0.7109375, '3': 0.9583333333333334, '4': 0.5060240963855421, '5': 0.0, '6': 0.21875, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.42373718776203717,0.4493422483534045,
29,3e-05,0.24955620032821194,1.0,fixed,1.0,0.7935549020767212,0.5416626844660407,0.7935549020767212,0.5416626844660407,0.5510250282769329,0.5510250282769329,"{'1': 0.7932692307692307, '2': 0.8125, '3': 0.873015873015873, '4': 0.7228915662650602, '5': 0.12121212121212122, '6': 0.46875, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.5416626844660407,0.5510250282769329,
30,3e-05,0.23279780318145174,1.0,fixed,1.0,0.8096676468849182,0.6245292967216375,0.8096676468849182,0.6245292967216375,0.6532580039369661,0.6532580039369661,"{'1': 0.8461538461538461, '2': 0.8125, '3': 0.8809523809523809, '4': 0.7349397590361446, '5': 0.09090909090909091, '6': 0.40625, '7': 0.6}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.6245292967216375,0.6532580039369661,
