epoch,lr,train_loss,ec_loss_scale,joint_loss_weighting,metal_loss_scale,train_ec_acc,train_ec_balanced_acc,train_ec_level_1_acc,train_ec_level_1_balanced_acc,train_ec_level_1_macro_f1,train_ec_macro_f1,train_ec_per_class_recall,train_ec_per_class_support,train_joint_balanced_acc,train_joint_macro_f1,train_metal_acc
21,3e-05,0.029958081770062737,1.0,fixed,1.0,0.9848942756652832,0.9768264730345194,0.9848942756652832,0.9768264730345194,0.9829091020136318,0.9829091020136318,"{'1': 0.9903846153846154, '2': 0.984375, '3': 0.9900793650793651, '4': 0.963855421686747, '5': 0.9090909090909091, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9768264730345194,0.9829091020136318,
22,3e-05,0.026651507818460814,1.0,fixed,1.0,0.9848942756652832,0.9742186391013844,0.9848942756652832,0.9742186391013844,0.9797912248722772,0.9797912248722772,"{'1': 0.9903846153846154, '2': 0.984375, '3': 0.9900793650793651, '4': 0.9759036144578314, '5': 0.8787878787878788, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9742186391013844,0.9797912248722772,
23,3e-05,0.0212964530443739,1.0,fixed,1.0,0.9889224767684937,0.9810373412325866,0.9889224767684937,0.9810373412325866,0.9853956794854125,0.9853956794854125,"{'1': 1.0, '2': 0.9921875, '3': 0.9900793650793651, '4': 0.9759036144578314, '5': 0.9090909090909091, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9810373412325866,0.9853956794854125,
24,3e-05,0.01757299163064711,1.0,fixed,1.0,0.9919435977935791,0.9863624972273853,0.9919435977935791,0.9863624972273853,0.9899683876733227,0.9899683876733227,"{'1': 0.9951923076923077, '2': 1.0, '3': 0.9940476190476191, '4': 0.9759036144578314, '5': 0.9393939393939394, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9863624972273853,0.9899683876733227,
25,3e-05,0.01349862863045643,1.0,fixed,1.0,0.9949647784233093,0.9957073190722072,0.9949647784233093,0.9957073190722072,0.9940188537924979,0.9940188537924979,"{'1': 1.0, '2': 1.0, '3': 0.9940476190476191, '4': 0.9759036144578314, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9957073190722072,0.9940188537924979,
26,3e-05,0.01018368797618115,1.0,fixed,1.0,0.9959717988967896,0.9959907657842253,0.9959717988967896,0.9959907657842253,0.9950165242772977,0.9950165242772977,"{'1': 1.0, '2': 1.0, '3': 0.996031746031746, '4': 0.9759036144578314, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9959907657842253,0.9950165242772977,
27,3e-05,0.007368175217412631,1.0,fixed,1.0,0.9969788789749146,0.9977119361800945,0.9969788789749146,0.9977119361800945,0.9973112923804462,0.9973112923804462,"{'1': 1.0, '2': 1.0, '3': 0.996031746031746, '4': 0.9879518072289156, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9977119361800945,0.9973112923804462,
28,3e-05,0.005637295198121283,1.0,fixed,1.0,0.9989929795265198,0.9982788296041308,0.9989929795265198,0.9982788296041308,0.9987916160578031,0.9987916160578031,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 0.9879518072289156, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9982788296041308,0.9987916160578031,
29,3e-05,0.0046629817749258605,1.0,fixed,1.0,0.9989929795265198,0.9982788296041308,0.9989929795265198,0.9982788296041308,0.9987916160578031,0.9987916160578031,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 0.9879518072289156, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9982788296041308,0.9987916160578031,
30,3e-05,0.003797916296181836,1.0,fixed,1.0,0.9989929795265198,0.9982788296041308,0.9989929795265198,0.9982788296041308,0.9987916160578031,0.9987916160578031,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 0.9879518072289156, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9982788296041308,0.9987916160578031,
