attempt_id,run_id,block,status,started_epoch,ended_epoch,elapsed_seconds,setup_seconds,epoch_seconds,gpu_peak_used_mib,retry_of,returncode,run_dir,log,error
attempt_011,A1_3_four_class_lr3e-05_s42,A1,completed,1789443875.689239,1789444166.0534923,290.364253282547,107.62630605697632,3.6547589445114137,841.0,,0,/content/metal_architecture_pilot_10h_v1/runs/A1_3_four_class_lr3e-05_s42,/content/metal_architecture_pilot_10h_v1/logs/attempt_011.log,
attempt_012,A1_2_four_class_lr3e-05_s42,A1,interrupted,,,,,,,,,/content/metal_architecture_pilot_10h_v1/runs/A1_2_four_class_lr3e-05_s42,/content/metal_architecture_pilot_10h_v1/logs/attempt_012.log,Final artifacts unavailable after prior session loss; last observed epoch 3. Linked retry required.
attempt_013,A1_2_four_class_lr3e-05_s42,A1,completed,1789457307.2322958,1789457615.621667,308.3893711566925,107.05264544487,4.02673451423645,825.0,attempt_012,0,/content/metal_architecture_pilot_10h_v1/runs/A1_2_four_class_lr3e-05_s42_retry1,/content/metal_architecture_pilot_10h_v1/logs/attempt_013.log,
attempt_014,A2_0_four_class_lr0.0001_s42,A2,completed,1789457740.4650538,1789458012.817052,272.351998090744,92.56226563453674,3.5957946491241457,821.0,,0,/content/metal_architecture_pilot_10h_v1/runs/A2_0_four_class_lr0.0001_s42,/content/metal_architecture_pilot_10h_v1/logs/attempt_014.log,
attempt_015,A2_1_four_class_lr0.0001_s42,A2,completed,1789458146.4551501,1789458350.7224562,204.26730608940125,106.99754476547241,1.9453952264785768,699.0,,0,/content/metal_architecture_pilot_10h_v1/runs/A2_1_four_class_lr0.0001_s42,/content/metal_architecture_pilot_10h_v1/logs/attempt_015.log,
attempt_016,A2_3_four_class_lr0.0001_s42,A2,completed,1789458384.4383135,1789458674.8037727,290.3654592037201,107.56202673912048,3.656068649291992,841.0,,0,/content/metal_architecture_pilot_10h_v1/runs/A2_3_four_class_lr0.0001_s42,/content/metal_architecture_pilot_10h_v1/logs/attempt_016.log,
attempt_017,A2_2_four_class_lr0.0001_s42,A2,completed,1789458854.205114,1789459160.5925653,306.3874514102936,107.51952648162842,3.9773584985733033,825.0,,0,/content/metal_architecture_pilot_10h_v1/runs/A2_2_four_class_lr0.0001_s42,/content/metal_architecture_pilot_10h_v1/logs/attempt_017.log,
attempt_018,T1_0_five_class_lr3e-05_s42,T1,completed,1789465413.0781438,1789465683.417836,270.3396921157837,91.81175923347473,3.5705586576461794,821.0,,0,/content/metal_architecture_pilot_10h_v1/runs/T1_0_five_class_lr3e-05_s42,/content/metal_architecture_pilot_10h_v1/logs/attempt_018.log,
attempt_019,T1_1_five_class_lr3e-05_s42,T1,completed,1789465738.5881717,1789465942.8551404,204.26696872711182,107.64622354507446,1.932414903640747,699.0,,0,/content/metal_architecture_pilot_10h_v1/runs/T1_1_five_class_lr3e-05_s42,/content/metal_architecture_pilot_10h_v1/logs/attempt_019.log,
attempt_020,T1_2_five_class_lr3e-05_s42,T1,completed,1789465972.2784722,1789466278.6685238,306.39005160331726,107.3905758857727,3.979989514350891,825.0,,0,/content/metal_architecture_pilot_10h_v1/runs/T1_2_five_class_lr3e-05_s42,/content/metal_architecture_pilot_10h_v1/logs/attempt_020.log,
attempt_021,T1_0_six_class_lr3e-05_s42,T1,completed,1789466327.0266747,1789466595.3688414,268.3421666622162,91.96486830711365,3.527545967102051,841.0,,0,/content/metal_architecture_pilot_10h_v1/runs/T1_0_six_class_lr3e-05_s42,/content/metal_architecture_pilot_10h_v1/logs/attempt_021.log,
